Horas Jogadas,Idioma,Review,Recomendado,Votos Úteis,Data da Review
186,english,super cool! Why wasn't this nominated for innovative gameplay? It's the most innovative game I've played in years!,TRUE,1,2021-12-17 15:39:28
944,english,"I'm a long time gamer and someone who has seen pretty much everything when it comes to RPGs so imagine my surprise when I found something that offers a unique gaming experience! While this is an RPG, it's also in a category of its own in terms of mechanics and that's hard to do in this day and age.

Whether you're blind or sighted the game has a lot to offer, it tests your ability to perceive the world through sound alone (use a headset!) Your success of failure depends on your ability to recognise the direction and distance of different sounds and respond accordingly.

The story line is compelling and while it may not be up there with the giants of the RPG industry, it's strong and enhanced by quality voice acting. I care about the main character and feel connected to the companions. The story also has a way of teaching you the mechanics of the game without the need for a tutorial which is really nice.

The management / customisation / inventory side of things is basic but this isn't necessarily a bad thing.

I'd be happy to see more games in this genre, it certainly feels like there's a lot of potential in this style of RPG.",TRUE,8,2021-08-21 19:18:38
1685,english,"This can only be described as a masterpiece. 
everything sounds, and even feels, real.
To new players, a magical medieval world of adventure, wonders, and even some horrors, is within this game.

You only need to close your eyes.

Sidenote- this is, like, the only game of it's kind. I am surprised that I did not notice that fact sooner. (edit: I have found more. a lot more ""Audiogames"". The Vale opened up my world in that regard)
Sidenote(2)- We need more of these games.

Also, some extra details on gameplay (this'll be a long one, so just play the game! why are you still here?!): the game is (at least) 3-4 hours long for a run-thru, and it's fairly replay-able. There are things you won't find in one run alone, but by the end of the first run you are going to want to set the game to ""hard mode"" for a challenge (or if you want to gloat to everyone and anyone like me). As I said before, in different words, the story is BEAUTIFUL and you will NEVER get tired of it (don't you dare disagree, I've ran this 5 times and I know what I'm doing XD) no matter how many times you repeat it. In so many words: just buy the game and hear it's tale, and know you won't regret it.",TRUE,10,2022-08-06 05:31:31
13,english,"first i pirated game for test , after 30 min i just bought it , same did with stardew valley",TRUE,18,2024-08-11 19:18:57
340,english,it's bloody amazing. The best game I've played this year and maybe even so far,TRUE,0,2021-12-25 10:50:52
189,english,"This game is very enjoyable. I love audio books and this is like an interactive RPG audiobook. I greatly enjoy it and would love to see, or should I say ""hear,"" more of this genre!",TRUE,0,2022-09-12 01:35:17
258,english,"5/10 The game is boring now, those medium/small size developing group does have some interesting concept, but always implement poorly since they got no money/experience to fully illustrate their idea

game is good in the first 30 minutes(stop and get refund), but with the progress of the story, surely the difficulty raised. Result is that the combat experience become horrible as **** in the late game....Because in this game player use sound to track the enemy attack then respond(arrow, heavy/light attack), so in the late game, if you having multiple enemies around you doing different combo attack, the game-play is a mess, all you can hear is a mixture of sounds coming from every direction

i was expecting if the character can acquire some sort of skill to dealt with the situation mentioned above, but sadly there aren't any",FALSE,8,2021-12-31 05:22:47
18,english,"game of it's own kind, sadly I'm not native and can't understand shit without having a chance to look up words they're talking and can't get to know the setting. Refunding",TRUE,0,2021-12-12 11:26:54
5,english,Helen Keller sim..... No thanks. 10/10 on the sound effects tho,TRUE,0,2023-03-19 23:36:16
440,english,"graphics arent everything, storyline is",TRUE,0,2022-07-30 15:38:53
709,english,This game is so special and unique.  You won't regret it.,TRUE,6,2022-04-22 18:57:07
509,english,"E: I've now finished the game. I liked it a lot. I'm not too good with words, so I'll leave it at that.
PS: This game was also very relaxing and felt smooth to play.
PPS: Headset/headphones & two functional ears required!

[u][i]As it was first written[/i][/u]
My first 100 minutes were great. Very immersive- I just turned of all the lights, my screen, and removed my glasses.

A few bumps with the borders of the scenes. Stumbling about. 

I wish [i]some[/i] sounds were a bit louder - there's a bit of a difference when you hear people yelling in front of you in villages/towns and then entering dialogue with them.",TRUE,5,2021-12-13 23:17:40
736,english,Awesome game. Beautiful design. Can I please have a sequel in VR?!,TRUE,2,2022-01-01 22:13:19
379,english,"I love this game and as a blind gamer, I was in my element!",TRUE,77,2022-02-09 10:05:00
18,english,Great idea. Technical execution is slightly lacking.,TRUE,3,2021-11-30 15:48:57
412,english,Beautiful game with no graphics,TRUE,0,2023-11-24 22:54:48
62,english,"Haven't had a chance to play too much of this yet, but I recommend this for anyone looking for a unique gameplay experience. It takes the idea of audio-based adventure much further than you might expect; melee & ranged combat, spells, stealth and exploration are all richly articulated with just sound. 

",TRUE,1,2025-08-31 23:55:03
69,english,"I'm sighted, and love this game so far. Great story, characters, and voice acting. Funnily enough, this game is how I discovered I was partially deaf in one ear because I was having a hard time with the combat mini-games LOL",TRUE,1,2025-05-09 02:41:09
446,english,It is fun and interesting with a good story line.,TRUE,1,2025-04-21 15:59:31
436,english,"This is INCREDIBLE. It's truly one of its kind. I'm not visually impaired (aside from wearing optical lenses) but I really enjoyed using my hearing to navigate and explore. The mechanics are interesting, yes it's not as intricate as normal action adventure games, but using your hearing for this is such a special experience. Truly immersive with headphones when you close your eyes and let your imagination take control. I've love to have more games like this. Not a long game to complete, but such a gem.",TRUE,2,2025-03-23 13:08:52
14,english,visually the most stunning game of the year I cant believe people haven't seen how amazing this game is. All jokes aside I really enjoyed the game I played the demo before buying it. I really enjoyed playing that. I would say try the demo first as some one that can see I cant imagine going through life with out some of the everyday entertainment and just beauty that is in the world around us. I would also like to give a shout out to the actors and the sound manager in this title amazing job!!,TRUE,1,2025-01-04 07:20:16
349,english,"One of the most interesting and innovative games I have ever played. Instantly captivating, incredibly accessible, full of tension right through the end. A game best experienced, rather than described, and an easy recommendation for anyone.",TRUE,1,2024-12-26 23:39:01
355,english,"I loved it. Well written, great voice acting, and the graphics are the best I can imagine!",TRUE,1,2024-12-10 05:52:19
347,english,"The Vale: Shadow of the Crown is a groundbreaking audio game that sets a new standard for interactive storytelling, especially for the blind community. As a visually impaired gamer, I was immediately drawn into the immersive world of The Vale, where the story of Alexandra Denholm unfolds with a richness and depth that is rarely seen, or rather, heard in gaming.

The game's narrative is compelling and deeply personal, resonating with me on many levels. Alexandra Denholm's journey is one of courage, resilience, and discovery, and it was a joy to experience her story. The interaction feels so natural and intuitive that I was completely engrossed, making choices and navigating through the game world with ease.

One of the standout aspects of The Vale is the character of Abdul Rashid, also known as Shepherd. Shepherd is not just a guide; he is a mentor, a protector, and a friend to Alexandra. His wisdom and experience provide Alexandra with the strength and knowledge she needs to navigate her perilous journey. Shepherd’s calm and reassuring presence is a constant source of support, and his deep, resonant voice adds a layer of authenticity to his character. Through his eyes, Alexandra—and by extension, the player—learns to ""see"" the world in a new way, relying on sounds, smells, and tactile sensations.

Shepherd's backstory and his own journey parallel Alexandra's in many ways. He, too, has faced loss and adversity, and his journey of redemption and service adds depth to his character. The dynamic between Shepherd and Alexandra is beautifully crafted, with moments of tension, humor, and heartfelt connection. Their relationship evolves naturally over the course of the game, from one of necessity to genuine friendship and mutual respect.

Alexandra Denholm, the game's protagonist, is a character of remarkable depth and complexity. Despite her noble birth, she is thrust into a world that requires her to rely on her wits and inner strength. Alexandra's determination and bravery are inspiring, and her development throughout the game is both believable and compelling. She is not a passive character; her choices and actions drive the story forward, making her an active participant in her own fate.

The developers deserve high praise for their innovative approach and dedication to accessibility. The voice acting in The Vale is exceptional, bringing each character to life with authenticity and emotion. Every voice actor delivered a stellar performance, enhancing the overall immersion and making the story even more engaging.

In conclusion, The Vale: Shadow of the Crown is a must-play for anyone who appreciates a well-crafted story and values accessibility in gaming. It is a remarkable achievement that showcases the power of audio storytelling, and I cannot wait to see what future chapters hold for Alexandra Denholm and Shepherd. Great work to the entire development team and voice actors for creating such an unforgettable experience.",TRUE,2,2024-06-27 23:02:06
447,english,"Some damn satisfying combat combined with some nice story means a high recommendation from me :)



Also, thank you devs, this was really cool.",TRUE,1,2024-04-25 19:30:41
464,english,"I've never in my life experienced a game such as this. it is an Audio RPG with an impressive gameplay combat and side quests it's blind people friendly but and I also believe that it'll appeal to sighted people like it did to me, the world needs more games like this one. definitely a must buy game.",TRUE,3,2024-03-20 20:11:21
782,english,"Great game! Really unusual to have a game that is truly accessible in this way. I enjoy listening for audio cues in most games, but in this game, that's actually the entire way to play. There's one fight that is somewhat frustrating, where I wish I'd known sooner that I could abort the current quest, but otherwise, a fun few hours of listening and smacking.

This is a kick-ass princess.",TRUE,2,2024-02-15 16:38:17
99,english,"This game is fantastic! I am a sighted player, but absolutely love getting to close my eyes and completely immerse myself in the sounds of the scenery around me. The detail in the sound effects is fantastic, down to changing reverb to give the feeling  of your space being smaller or so you can feel the shield's weight.  I have always been fascinated by sound design, and this attention to detail creates such a unique gaming experience.",TRUE,2,2024-02-07 17:52:37
545,english,"The Vale is a wonderful experience with unique game play and an engaging story. The voice acting is amazing and the cast of characters really do come alive through the only audio medium. The combat mechanics took a little getting used to but when I did I had a lot of fun with it. It is the same with side quests and the upgrading. I hope there are more games like this in the future for blind and visually impaired people, a truly unique and ground breaking game.",TRUE,1,2024-01-12 05:41:07
382,english,"As a sighted person, this game was a complete delight! I played it fully blind folded and feel completely into the world and thoroughly enjoyed my 6+hrs of game time to complete the whole story. 

The mechanics are something I could see expanded upon further which is really exciting, but they were just beginning to wear on me by the end. They were simple and effective, so I'd be excited to see how they could be expanded upon in a sequel, if it is ever on the cards.

The voice acting and sound design were, as expected, top notch and worked really well in tandem with the gameplay. The design challenge of making a game for the visually impaired is something very intriguing to ponder and also makes me very aware of how fortunate I am to be in the position I'm in. It's awesome to see a game advertised to this group of people (even if it might be small and not the money making market that many games attempt to tap into).",TRUE,1,2023-09-15 10:26:06
1126,english,"Top class storytelling and voice acting, excellent soundtracks and very intuitive, audio based gameplay. The replayability is there as well. all in all a great game  hopefully there is going to be some type of sequel. I cannot recommend this enough.",TRUE,2,2023-07-29 12:36:09
527,english,"It's a game with an incredible story and simple mechanics that build on each other in brilliant ways and are taught in a wonderful one. Frankly. this game was entirely worth the money I spent on it and I cannot recommend it enough.

Even with the game being built on audio and sound cues, there is still a wonderful atmosphere built with the simplest effects. You won't just be staring at a blank screen the entire time.

If you do play it, don't feel limited to the one path. You're not on any strict time limit and what you find and face is up to you.",TRUE,1,2023-07-03 22:47:57
72,english,"I absolutely adore this game. As a sighted person, I simply close my eyes to play, and they do such a good job worldbuilding with sounds and characters that my brain has no problem painting the world automatically. The combat is fun and engaging, quests are pretty fun and full of well-voiced dialog. Would happily recommend to anyone who wants a fun RPG experience! Oh and my name's Alex so it really feels like they're talking to me throughout the game! haha",TRUE,2,2023-07-01 04:59:35
515,english,"Excellent game! I played it while recovering from laser surgery for my eyes, so I couldn't do much, but I wanted to play video games. So I got this game beforehand and man, what a good buy.

The game is really fun to play, interesting mechanics and usage of sound cues. Very well done sound design, and the story is interesting although cliche.

Loved it. Felt like a real adventure.",TRUE,2,2023-06-17 01:28:35
419,english,"A creative concept done right.
I'm not a blind or low-vision person, but the sound-based gameplay, together with the truly excellent voice acting, were all great fun.

If you want to play something quite unique, coupled with a robust story - go for it (but you'll a good pair of speakers or headphones).",TRUE,1,2022-09-04 07:08:00
377,english,"A feat in engineering and design, The Vale is an excellent experience for those with sight and incredible accessibility for the blind. The story may be a fairly simple low fantasy affair, but the characters and writing along with their charm really come through. And even though the combat is kept fairly simple, fights do feel rewarding as you have to learn and adapt to all the different patterns that are presented to you. It's not the most over the top, blow you away time, but it is definitely something worth experiencing if you are willing to give something unique a try,",TRUE,1,2022-09-04 01:03:21
375,english,One of the most unique games I've ever played and possibly one of the best RPGs of this generation. I really wish this had a VR mode tho that would've been absolutely amazing,TRUE,1,2022-05-11 06:39:54
386,english,Totally AMAZING! What a great adventure. The voiceovers are high quality and the sound effects and music are just wonderful. I will not forget playing this game! Very inspiring and exciting. Highly recommended.,TRUE,1,2022-04-04 23:24:21
342,english,"Simply put, an amazing game. Unique gameplay, compelling storytelling, from the first minutes I was hooked and the rest did not disappoint.",TRUE,1,2022-03-22 06:23:34
502,english,"This game is fantastic and a very unique experience. It feels powerful taking down multiple enemies based on sound alone. The story is gripping and has several branches that have me wanting to see how the story changes.

The soundtrack is also quite good. I wish I could listen to it on demand.",TRUE,0,2022-01-12 06:38:01
433,english,"Let's put it this way... It was so good that I'm sad I rushed my first playthrough, and will be going through more times to experience everything the game has to offer. Honestly, one of the best games I've played in a while. Highly recommend using a headset and controller with rumble for immersion :)",TRUE,1,2022-01-04 12:38:07
664,english,"An absolutely fantastic experience. I would never have thought an entire RPG with this many mechanics could be made blind-accessible, but here it is, and it's made extremely well. Thrilling moments, compelling characters, and varied, challenging gameplay that's extremely satisfying to master. I may have most of my vision, but I played this over other RPGs and I'm planning another run to get more achievements and try another build. Hoping they put out more content and/or a sequel, cause I'd buy more in a heartbeat.

10/10, I highly recommend.",TRUE,1,2021-12-22 05:21:09
356,english,"I got this game because of the interesting concept, new to the audio game feel but what a great first game for my entry. I played it blindfolded to get the full affect and I think that works best. Not having the option to simply open my eyes I feel gave me a better experience. Story was enjoyable with depth here and there and some decent twists. The combat I greatly enjoyed. Nothing overly complex but for me at least it was a completely new experience and I am hooked on that feel. Difficulty was not too crazy and can easily be adjusted. I look forward to trying it again on the hardest setting. This is a must have game, if nothing else just to experience something different for those of us that can see, and for those who do have difficultly seeing or can not see at all I do believe you will enjoy your time in The Vale.",TRUE,1,2021-12-17 02:33:52
130,english,Absolutely incredible game. It's a legitimate RPG with no visuals. You play as a blind princess so you can't see. The combat is so intense and the exploration is impressive. You need to try it.,TRUE,0,2021-11-26 19:36:05
350,english,"It is a weird sensation to play a game with your eyes closed. The concept doesn't work perfectly, overlapping sounds are a problem when trying to discern the direction of attacks and the scope obviously had to be limited and adjusted to not just have thousands of RPG menues that need to be read out one by one. As a whole it works surprisingly well, though. The immersion achieved by just relying on your hearing in detailed soundscapes is pretty impressive. And while the story and world are standard medieval fantasy, the characters really shine through good writing and emotional performances. I really liked the concise side quest structure, offering self contained vignettes that get straight to the point and can offer variety in setting more easily due to the lack of visuals needed to build unique spaces. Another surprise was the combat system, which has an unexpected depth to it, adding new mechanics constantly throughout the 6 hour experience, while still remaining accessible and simple. This is an interesting counterpart to Before Your Eyes this year and I recommend checking this out just for the novelty of the interaction, it is definitely worth it.",TRUE,0,2021-11-24 06:58:27
441,english,"This game is fun as hell! As the desc says, it's from the POV of a blind knight as she fights off bandits, cruel warriors, supernatural horrors, the usual fantasy stuff. However, despite the story not terribly straying from fantasy formulas, I find myself really really attached to these characters and this story, I believe it's because not being able to see, only wearing a blindfold (not necessary but I like to play that way...) and headphones makes me feel like I'm really there. Only get it if you have good headphones or earbuds, it relies almost entirely on directional hearing!

EDIT: I have now finished the game, and if I could give multiple positive reviews, I would. This story ripped absolute ass, and even though it only lasted me about 8 hours, I have a feeling it'll stick with me for a long time!",TRUE,0,2021-11-14 10:11:10
446,english,"Very unique, with beautiful story, voice acting and music. The Gameplay makes you rethink everything you might have learned from other games.",TRUE,0,2021-11-08 19:27:29
775,english,"This is a very cool game, with essentially no graphics. you play as a blind person and have to walk through enemy camps, fight with sword and shield, and shoot a bow.

VERY cool.. 

and hte story is nice, the caracters quite well fleshed.  with trying!",TRUE,0,2021-10-25 02:33:46
485,english,"The Vale: Shadow of the Crown, or The Vale, is an action adventure game from Falling Squirrel and Creative Bytes studios.

You play as Alex, a blind princess sent to a distant castle in her brother’s kingdom. After surviving an invading army’s surprise attack, you need to find your way back to safety while learning about the world, the war and your place in both.

The Vale is uniquely experienced only via audio. Its only visuals are particle effects indicating motion, weather, and time of day. The game even reads the menus aloud, presumably allowing people with visual disabilities to enjoy the game without aid.

Much of The Vale relies on the player deducing directions and distances using only sound. For example, enemy combatants telegraph upcoming attacks with yells, allowing you to raise a shield or time counterattacks in that direction. Evading enemy camps may require listening for their crackling fires or banter. Good headphones help, as does enabling any 3D or directional audio enhancement. 

The Vale executes well. Most challenges are intuitive or quickly learned. You return to the challenge’s start if you fail, sometimes with a short hint. However, discerning multiple incoming attacks while using your abilities can be tricky in the more complex fights. 

Communicating setting and dialog solely via voice can be slow. However, The Vale‘s script is tight. Descriptions are vivid and concise, and I never got bored or frustrated waiting for dialog. The choices of accents and voice acting are brilliant, immediately identifying the speaker. 

The story is similarly tight and has many twists and reveals. Flashbacks teach skills and build relationships. “Flash forwards” unexpectedly show incorrect paths.

Removing visuals also awakens the player’s imagination. Like reading a novel, you wonder what characters and scenes look like based on accents and the occasional brief but lucid description.

The Vale makes you realize how visuals dominate games. Even for games that use stylized or simplified graphics, simple things like art and animation dominate the language used to describe them.

The Vale also reinforces that game accessibility is not about reducing the difficulty. Accessibility is about reimagining and redesigning game interaction and content. 

That said, The Vale is still niche. Visuals are more effective at quickly communicating information and adding emotional context than sound. Using sound for feedback means the game cannot have a soundtrack. The Vale will not dethrone any AAA games from the top sellers’ charts.

The Vale is also short, requiring about eight hours to complete, including all side quests. The game introduces ideas, uses them a few times then moves on to the next ones.

The Vale succeeds as a game, experiment and tech demo, and it will appeal to those looking for something unusual, those with visual impairments or students of game design.

Hopefully, these ideas spread and are enhanced or included in other games. Imagine the same techniques applied to imaginative, story-rich, graphics-lite games like Disco Elysium or Planescape: Torment.

Originally appeared at https://singleplayer.org/2021/10/14/the-vale-shadow-of-the-crown-review/.",TRUE,0,2021-10-14 03:02:59
440,english,"The Vale is clearly the love child of a very small, but dedicated team of developers. I thoroughly enjoyed my time playing it, and It was particularly interesting to explore a video game resorting to my hearing! Story wise, the plot is nothing new or groundbreaking, but still solid! The voice acting was excellent, and I especially enjoyed the protagonist's voice acting. The combat was satisfying, but I wish more ""auditory"" puzzles were included. 
 I would love to see more projects like this, as there is definitely a lot to explore here! 

Overall, a great little game!",TRUE,0,2021-10-12 17:49:11
346,english,"This is the first audio-only game I've played, and I love it. The mechanics, acting, and story, are all excellent - highly recommended!",TRUE,0,2021-10-04 06:10:14
385,english,"This was something new. No graphics. Just sound. Because everything is about hearing you have to concentrate a lot. I got much more immersed then usually.

The actors are very professional with top voices. Similar to GAME OF THRONES.

Combat is satifying. You have to listen to the surroundings and block or attack with the thumbsticks. You can take quests and buy equipment with the earned money.",TRUE,0,2021-09-26 20:45:11
841,english,"a challenging game to be played on hard mode for the  first time; gotta say it's very fun.

called it on some of the twists in the game, enjoyed it nonetheless. :))

only complaint is if i couldve changed the controls but oh well",TRUE,0,2021-09-15 22:50:30
23,english,A really unique game that gives off dungeons and dragons vibes. Far more involved than i thought and has a great immersive world. Definitely worth picking up.,TRUE,0,2021-09-12 16:16:25
705,english,"The world building this game is able to make is fantastic. By using sound, story telling and a bit of suspense there was never a dull moment. For those who are low vision or legally blind like myself; The sound cues where easy to understand and distinguish and i never found the different sounds to be over stimulating.",TRUE,0,2021-08-31 03:05:32
1528,english,"Really great game. Makes you feel inside the ambient, and before you need something the game shows you how to do it with an interactive tutorial. Mayve for experience, but it's great on how the diferent dificulties work, not affecting the story but the gameplay and actions. Really recomended.",TRUE,0,2021-08-30 20:02:44
2055,english,"A fascinating experience unlike any other game I've played! Once I embraced closing my eyes and imagined being Alex this became possibly my most immersive game experience. 
Beyond that the story is engaging and I very much appreciated a strong female protagonist. I hope that Falling Squirrel gets the opportunity to continue to perfect games that emphasize audio and touch (vibration) over sight.",TRUE,0,2021-08-29 00:48:19
402,english,"I played the demo of The Vale and knew immediately that I wanted to play the full game, but I still had no idea just how good it would be.  A great story and excellent gameplay, all wrapped in really thoughtful presentation and execution!",TRUE,0,2021-08-25 06:29:17
405,english,"The story, optional quests and combat system are interesting enough to keep you engaged during the more or less 6 hours of gameplay.

In the walking part of he gameplay you orientate yourself by listening to sounds in the surrounding like merchants, water, fire or enemies talking, which in some cases you can avoid with stealth. But those parts are quite short and you will not get lost at all.

Combat consists of blocking, light/heavy attacks and counters. When fighting multiple enemies it requires some concentration and timing but it is not too hard and you can adjust the difficulty. With bow and arrow you always have enough time to aim carefully, especially in the optional hunting quests.

The equipment upgrades are quite basic but at least allow you to choose between a slow/heavy or fast/light fighting style, but don’t expect anything RPG-like here.

Overall it was quite relaxing to enjoy the story and combat with closed eyes",TRUE,1,2021-08-22 18:46:35
416,english,A RPG played exclusively through sound.  A unique experience and would highly recommend.,TRUE,3,2023-09-26 05:59:04
426,english,"Fun to play. Especially when dark outside, eyes closed, headphones on, half dozing to sleep and relaxing.",TRUE,1,2024-03-12 19:04:51
349,english,"10/10, I'm not eloquent enough to do the game any justice so just play it, you won't be disappointed. Unless you're deaf...",TRUE,0,2021-11-27 12:28:42
198,english,"An absolutely wonderful and unique experience! At first I thought it would be weird playing the game with my eyes closed, but I came to enjoy it quite a bit. I highly recommend playing with headphones and a controller and you definitely should be playing with your eyes closed.

The voice acting and sound quality is some of the best I have heard. Which is a must for a game where that is all you have to go by. The combat is easy to learn but thrilling to do. Standing in darkness, knowing you are surrounded by people who want to kill you, listening to the creaking of armor or the splash of water. The game manages to draw you into the moment and feel the panic.

The cast is very well written and the protagonist is a prime example of a strong female character. 

Definitely one of the most enjoyable games I have played in a long time and I can't recommend it enough!

Only complaint is the lack of save slots so I can show it off to my friends.",TRUE,0,2021-11-25 16:34:49
730,english,"I really enjoyed it, different experience using only audio cues to play the game. I hope they make a sequel :)",TRUE,0,2021-10-20 21:30:36
538,english,"Great story, if short (5-15 hours to complete), well worth picking up at a reasonable price.",TRUE,0,2021-09-28 23:50:47
493,english,"What an awesome game. Totally recommended. 
Almost everything about this game is unique. 
The world building, the on point voice acting, combat mechanics and story. 
I really hope there will be more games like that in the future.",TRUE,0,2021-09-01 00:59:25
449,english,"Very highly recommend to try it out. The sound design is fantastic (as you would expect from a game which is entirely audio) and the combat is a good challenge. i found the difficulty curve very interesting, it less based on enemy health and damage and more based on quantity and amount of background noise, you start of mostly fighting 1 enemy at a time in a quiet forest but as you go you eventually end up fighting multiple enemies at once whilst listening out for arrows being fired at you all being drowned out by the sound of other nearby combat or the splashing of water. The stealth sections take on an almost horror game feel as you try and sneak between multiple patches of terrible sounds which at some points can feel like there are only centimetres away.",TRUE,0,2021-08-23 11:15:25
348,english,"sad how few people actually finished this game, its a really good 5-7 hours game.",TRUE,1,2023-09-17 11:43:35
802,english,Unequivocally one of the best games I've played. 10/10,TRUE,3,2023-07-03 04:06:14
460,english,Wow What a unique game and experience 10/10,TRUE,0,2022-12-24 13:59:20
449,english,"Short and sweet, very cool exp playing this wish we had more games like this & longer.",TRUE,1,2025-01-10 18:47:52
333,english,A great story told in an original way!,TRUE,0,2022-07-15 01:11:31
287,english,"Get some blindfolds on, and enjoy 5 hours of greatness.",TRUE,6,2021-11-29 23:30:43
395,english,Unique experience and short enough to give it a try.,TRUE,1,2022-12-29 12:49:40
740,english,"Amazing, I'd absolutely love a sequel.",TRUE,0,2022-01-08 22:39:58
56,english,It's a really cool game. There should be more games like this.,TRUE,0,2023-07-17 21:07:02
486,english,One of the best games i have played in a while. A great 8 hour experience,TRUE,0,2023-05-21 13:33:45
486,english,This is the most immersive game I've played in years,TRUE,5,2021-12-02 19:13:10
436,english,A fantastic game. Hope for a sequel.,TRUE,1,2022-01-13 22:31:36
285,english,audio is an unexplored part of any game,TRUE,10,2023-07-28 21:59:47
508,english,I cried while blindfolded... Twice.,TRUE,7,2022-06-05 23:07:59
347,english,Unironically the most immersive gaming experience second only to VR,TRUE,1,2024-06-16 01:38:13
35,english,"good cause, bad game",FALSE,1,2023-12-23 10:00:30
51,english,Amazing! Finally some new game experience! <3,TRUE,3,2021-09-13 12:58:43
11,english,Such a cool concept. Glad to see things like this out there.,TRUE,1,2025-03-14 21:22:52
420,english,One of the more unique gaming experiences I have had.,TRUE,0,2021-10-08 03:06:49
6004,english,good,TRUE,0,2025-10-24 13:38:41
897,english,,TRUE,0,2023-12-01 23:02:42
818,english,Awesome idea. Really enjoyed the game. What an experience.,TRUE,0,2021-10-19 00:36:45
408,english,better than fucking skyrim already,TRUE,0,2022-01-09 23:52:26
642,english,Love this fuckin game! Please make a 2nd one!,TRUE,0,2024-06-03 19:31:43
835,english,Combat feels awesome. Very good game.,TRUE,1,2022-03-28 22:03:26
350,english,The only ASMR for true Sigmas,TRUE,9,2021-12-07 02:20:46
481,english,doesn’t get nearly the recognition it deserves,TRUE,1,2025-09-01 00:20:11
371,english,I had an amazing experience!,TRUE,0,2021-12-26 16:47:24
591,english,very good,TRUE,1,2024-08-18 19:15:50
326,english,Simply amazing.,TRUE,0,2022-09-13 07:48:22
980,english,Fun experience,TRUE,0,2021-12-31 02:43:44
39,english,Amazing experience!,TRUE,0,2021-12-14 19:55:02
571,english,Eye opening,TRUE,0,2022-01-02 00:58:06
344,english,Wonderful experience.,TRUE,0,2022-03-20 00:09:53
339,english,Amazing work!,TRUE,0,2024-05-31 20:06:14
354,english,⠠⠛⠗⠑⠁⠞ ⠛⠗⠁⠏⠓⠊⠉⠎,TRUE,20,2022-07-29 13:43:34
349,english,What an experience.,TRUE,0,2021-10-02 11:04:33
317,english,*Chef's kiss*,TRUE,2,2021-12-04 05:43:28
3604,english,JUST GRATE,TRUE,0,2022-04-13 06:32:05
642,english,I love it,TRUE,0,2021-12-24 17:34:53
844,english,Sound,TRUE,0,2021-11-05 23:14:41
204,english,:),TRUE,0,2022-11-03 15:18:30
627,english,"⠺⠓⠁⠞⠀⠁⠀⠃⠑⠁⠥⠞⠊⠋⠥⠇⠀⠛⠁⠍⠑⠂⠀⠞⠓⠑⠀⠉⠓⠁⠗⠁⠉⠞⠑⠗⠎⠀⠺⠑⠗⠑⠀⠁⠎⠀⠉⠓⠁⠗⠍⠊⠝⠛⠀⠁⠎⠀⠑⠧⠑⠗⠀⠁⠝⠙⠀⠞⠓⠑⠀⠎⠞⠕⠗⠽⠀⠺⠁⠎⠀⠁⠀⠞⠗⠑⠁⠞

⠊⠞⠄⠎⠀⠉⠗⠁⠵⠽⠀⠓⠕⠺⠀⠁⠇⠊⠧⠑⠀⠞⠓⠑⠀⠺⠕⠗⠇⠙⠀⠋⠑⠇⠞⠀⠙⠑⠎⠏⠊⠞⠑⠀⠕⠝⠇⠽⠀⠃⠑⠊⠝⠛⠀⠉⠕⠝⠧⠑⠽⠑⠙⠀⠞⠓⠗⠕⠥⠛⠓⠀⠁⠥⠙⠊⠕⠀⠁⠇⠕⠝⠛⠀⠺⠊⠞⠓⠀⠞⠓⠑⠀⠛⠁⠍⠑⠏⠇⠁⠽⠀⠺⠓⠊⠉⠓⠀⠺⠑⠝⠞⠀⠎⠥⠗⠏⠗⠊⠎⠊⠝⠛⠇⠽⠀⠙⠑⠑⠏⠀⠁⠝⠙⠀⠗⠑⠁⠇⠇⠽⠀⠃⠇⠑⠺⠀⠍⠽⠀⠑⠭⠏⠑⠉⠞⠁⠞⠊⠕⠝⠎⠀⠕⠥⠞⠀⠕⠋⠀⠞⠓⠑⠀⠺⠁⠞⠑⠗

⠞⠗⠥⠇⠽⠀⠁⠀⠕⠝⠑⠤⠕⠋⠤⠁⠤⠅⠊⠝⠙⠀⠑⠽⠑⠤⠕⠏⠑⠝⠊⠝⠛⠀⠒⠐⠜⠀⠑⠭⠏⠑⠗⠊⠑⠝⠉⠑⠀⠞⠓⠁⠞⠀⠠⠊⠀⠉⠕⠥⠇⠙⠀⠝⠕⠞⠀⠗⠑⠉⠕⠍⠍⠑⠝⠙⠀⠍⠕⠗⠑⠂⠀⠅⠥⠙⠕⠎⠀⠞⠕⠀⠽⠕⠥⠀⠠⠋⠁⠇⠇⠊⠝⠛⠀⠠⠎⠟⠥⠊⠗⠗⠑⠇⠀⠁⠝⠙⠀⠠⠉⠗⠑⠁⠞⠊⠧⠑⠀⠠⠃⠽⠞⠑⠎⠀⠠⠎⠞⠥⠙⠊⠕⠎",TRUE,50,2022-02-07 10:48:07
184,spanish,Por temas laborales no pude seguir jugando pero realmente es uno de los pocos juegos (que jugué) que está bien diseñado y tiene una buena historia. El hecho de jugar con una persona no vidente y sentir como sería una gran aventura es algo muy bien logrado.,TRUE,6,2021-11-25 13:39:41
